BPR1,BPR2,PR_HPC,PR_IPC,PR_LPC,TIT,TSCOR,TSF,TSFC,TSNoxR,SFC
0.1519,0.1519,4.68,3.702,3.457,1932,0.04681,372.5,39.07,0.07279,0.04689
0.1518,0.1518,4.679,3.701,3.456,1932,0.04686,372.7,39.06,0.07277,0.04687
0.1518,0.1518,4.678,3.7,3.456,1932,0.04691,372.9,39.04,0.07274,0.04685
0.1517,0.1517,4.677,3.699,3.455,1932,0.04696,373.2,39.03,0.07271,0.04683
0.1517,0.1517,4.675,3.698,3.454,1932,0.04701,373.4,39.01,0.07269,0.04681
0.1516,0.1516,4.674,3.697,3.453,1932,0.04707,373.6,39,0.07266,0.04679
0.1515,0.1515,4.673,3.696,3.452,1932,0.04712,373.8,38.98,0.07264,0.04678
0.1515,0.1515,4.671,3.696,3.452,1932,0.04717,374.1,38.96,0.07261,0.04676
0.05,0.2964,7.273,2,5.545,2120,0.02612,405.2,39.54,0.07258,0.04745
0.1514,0.1514,4.67,3.695,3.451,1932,0.04722,374.3,38.95,0.07258,0.04674
0.1514,0.1514,4.669,3.694,3.45,1932,0.04727,374.5,38.93,0.07256,0.04672
0.1513,0.1513,4.667,3.693,3.449,1931,0.04733,374.8,38.92,0.07253,0.0467
0.1513,0.1513,4.666,3.692,3.448,1931,0.04738,375,38.9,0.07251,0.04668
0.1512,0.1512,4.665,3.691,3.448,1931,0.04743,375.2,38.89,0.07248,0.04666
0.1511,0.1511,4.664,3.69,3.447,1931,0.04749,375.5,38.87,0.07245,0.04665
0.1511,0.1511,4.662,3.689,3.446,1931,0.04754,375.7,38.86,0.07243,0.04663
0.151,0.151,4.661,3.688,3.445,1931,0.04759,375.9,38.84,0.0724,0.04661
0.151,0.151,4.66,3.687,3.444,1931,0.04765,376.1,38.83,0.07238,0.04659
0.05,0.2935,7.263,2,5.525,2120,0.0263,407.7,39.41,0.07235,0.04729
0.1509,0.1509,4.658,3.687,3.444,1931,0.0477,376.4,38.81,0.07235,0.04657
0.1509,0.1509,4.657,3.686,3.443,1931,0.04775,376.6,38.8,0.07233,0.04655
0.1508,0.1508,4.656,3.685,3.442,1931,0.04781,376.8,38.78,0.0723,0.04654
0.1507,0.1507,4.654,3.684,3.441,1931,0.04786,377.1,38.77,0.07227,0.04652
0.1507,0.1507,4.653,3.683,3.44,1930,0.04791,377.3,38.75,0.07225,0.0465
0.1506,0.1506,4.652,3.682,3.44,1930,0.04797,377.5,38.73,0.07222,0.04648
0.1506,0.1506,4.651,3.681,3.439,1930,0.04802,377.7,38.72,0.0722,0.04646
0.1505,0.1505,4.649,3.68,3.438,1930,0.04807,378,38.7,0.07217,0.04645
0.1504,0.1504,4.648,3.679,3.437,1930,0.04813,378.2,38.69,0.07215,0.04643
0.05,0.2907,7.253,2,5.505,2119,0.02647,410.3,39.28,0.07213,0.04713
0.1504,0.1504,4.647,3.678,3.436,1930,0.04818,378.4,38.67,0.07212,0.04641
0.1503,0.1503,4.645,3.678,3.436,1930,0.04824,378.7,38.66,0.0721,0.04639
0.1503,0.1503,4.644,3.677,3.435,1930,0.04829,378.9,38.64,0.07207,0.04637
0.1502,0.1502,4.643,3.676,3.434,1930,0.04835,379.1,38.63,0.07205,0.04636
0.1502,0.1502,4.641,3.675,3.433,1930,0.0484,379.3,38.61,0.07202,0.04634
0.1501,0.1501,4.64,3.674,3.432,1929,0.04846,379.6,38.6,0.072,0.04632
0.15,0.15,4.639,3.673,3.432,1929,0.04851,379.8,38.59,0.07197,0.0463
0.15,0.15,4.638,3.672,3.431,1929,0.04857,380,38.57,0.07195,0.04628
0.1499,0.1499,4.636,3.671,3.43,1929,0.04862,380.3,38.56,0.07192,0.04627
0.05,0.2879,7.242,2,5.485,2118,0.02666,412.8,39.14,0.07191,0.04697
0.1499,0.1499,4.635,3.67,3.429,1929,0.04868,380.5,38.54,0.0719,0.04625
0.1498,0.1498,4.634,3.669,3.428,1929,0.04873,380.7,38.53,0.07187,0.04623
0.1497,0.1497,4.632,3.669,3.428,1929,0.04879,380.9,38.51,0.07185,0.04621
0.1497,0.1497,4.631,3.668,3.427,1929,0.04884,381.2,38.5,0.07182,0.0462
0.1496,0.1496,4.63,3.667,3.426,1929,0.0489,381.4,38.48,0.0718,0.04618
0.1496,0.1496,4.628,3.666,3.425,1929,0.04895,381.6,38.47,0.07177,0.04616
0.1495,0.1495,4.627,3.665,3.424,1929,0.04901,381.9,38.45,0.07175,0.04614
0.1495,0.1495,4.626,3.664,3.424,1928,0.04907,382.1,38.44,0.07172,0.04613
0.1494,0.1494,4.625,3.663,3.423,1928,0.04912,382.3,38.42,0.0717,0.04611
0.05,0.2851,7.232,2,5.465,2117,0.02684,415.4,39.02,0.07169,0.04682
0.1493,0.1493,4.623,3.662,3.422,1928,0.04918,382.5,38.41,0.07168,0.04609
0.1493,0.1493,4.622,3.661,3.421,1928,0.04923,382.8,38.39,0.07165,0.04607
0.1492,0.1492,4.621,3.66,3.42,1928,0.04929,383,38.38,0.07163,0.04606
0.1492,0.1492,4.619,3.66,3.42,1928,0.04935,383.2,38.37,0.0716,0.04604
0.1491,0.1491,4.618,3.659,3.419,1928,0.0494,383.4,38.35,0.07158,0.04602
0.1491,0.1491,4.617,3.658,3.418,1928,0.04946,383.7,38.34,0.07155,0.046
0.149,0.149,4.615,3.657,3.417,1928,0.04952,383.9,38.32,0.07153,0.04599
0.1489,0.1489,4.614,3.656,3.416,1928,0.04957,384.1,38.31,0.07151,0.04597
0.05,0.2822,7.222,2,5.444,2117,0.02703,417.9,38.89,0.07148,0.04667
0.1489,0.1489,4.613,3.655,3.416,1927,0.04963,384.4,38.29,0.07148,0.04595
0.1488,0.1488,4.612,3.654,3.415,1927,0.04969,384.6,38.28,0.07146,0.04593
0.1488,0.1488,4.61,3.653,3.414,1927,0.04975,384.8,38.26,0.07143,0.04592
0.1487,0.1487,4.609,3.652,3.413,1927,0.0498,385,38.25,0.07141,0.0459
0.1486,0.1486,4.608,3.651,3.412,1927,0.04986,385.3,38.24,0.07139,0.04588
0.1486,0.1486,4.606,3.651,3.412,1927,0.04992,385.5,38.22,0.07136,0.04587
0.1485,0.1485,4.605,3.65,3.411,1927,0.04998,385.7,38.21,0.07134,0.04585
0.1485,0.1485,4.604,3.649,3.41,1927,0.05003,385.9,38.19,0.07131,0.04583
0.1484,0.1484,4.602,3.648,3.409,1927,0.05009,386.2,38.18,0.07129,0.04582
0.05,0.2794,7.212,2,5.424,2116,0.02722,420.5,38.77,0.07127,0.04652
0.1484,0.1484,4.601,3.647,3.408,1927,0.05015,386.4,38.17,0.07127,0.0458
0.1483,0.1483,4.6,3.646,3.408,1927,0.05021,386.6,38.15,0.07124,0.04578
0.1482,0.1482,4.599,3.645,3.407,1926,0.05027,386.9,38.14,0.07122,0.04576
0.1482,0.1482,4.597,3.644,3.406,1926,0.05032,387.1,38.12,0.0712,0.04575
0.1481,0.1481,4.596,3.643,3.405,1926,0.05038,387.3,38.11,0.07117,0.04573
0.1481,0.1481,4.595,3.642,3.404,1926,0.05044,387.5,38.09,0.07115,0.04571
0.148,0.148,4.593,3.642,3.404,1926,0.0505,387.8,38.08,0.07113,0.0457
0.148,0.148,4.592,3.641,3.403,1926,0.05056,388,38.07,0.0711,0.04568
0.1479,0.1479,4.591,3.64,3.402,1926,0.05062,388.2,38.05,0.07108,0.04566
0.05,0.2766,7.202,2,5.404,2115,0.02741,423,38.65,0.07106,0.04638
0.1478,0.1478,4.589,3.639,3.401,1926,0.05068,388.4,38.04,0.07106,0.04565
0.1478,0.1478,4.588,3.638,3.4,1926,0.05074,388.7,38.02,0.07103,0.04563
0.1477,0.1477,4.587,3.637,3.4,1926,0.05079,388.9,38.01,0.07101,0.04561
0.1477,0.1477,4.586,3.636,3.399,1925,0.05085,389.1,38,0.07099,0.0456
0.1476,0.1476,4.584,3.635,3.398,1925,0.05091,389.3,37.98,0.07096,0.04558
0.1475,0.1475,4.583,3.634,3.397,1925,0.05097,389.6,37.97,0.07094,0.04556
0.1475,0.1475,4.582,3.633,3.396,1925,0.05103,389.8,37.96,0.07092,0.04555
0.1474,0.1474,4.58,3.633,3.396,1925,0.05109,390,37.94,0.07089,0.04553
0.1474,0.1474,4.579,3.632,3.395,1925,0.05115,390.3,37.93,0.07087,0.04551
0.05,0.2737,7.192,2,5.384,2114,0.02761,425.6,38.53,0.07086,0.04623
0.1473,0.1473,4.578,3.631,3.394,1925,0.05121,390.5,37.91,0.07085,0.0455
0.1473,0.1473,4.576,3.63,3.393,1925,0.05127,390.7,37.9,0.07082,0.04548
0.1472,0.1472,4.575,3.629,3.392,1925,0.05133,390.9,37.89,0.0708,0.04546
0.1471,0.1471,4.574,3.628,3.392,1925,0.05139,391.2,37.87,0.07078,0.04545
0.1471,0.1471,4.573,3.627,3.391,1925,0.05145,391.4,37.86,0.07076,0.04543
0.147,0.147,4.571,3.626,3.39,1924,0.05151,391.6,37.85,0.07073,0.04542
0.147,0.147,4.57,3.625,3.389,1924,0.05158,391.8,37.83,0.07071,0.0454
0.1469,0.1469,4.569,3.624,3.388,1924,0.05164,392.1,37.82,0.07069,0.04538
0.1468,0.1468,4.567,3.624,3.388,1924,0.0517,392.3,37.81,0.07067,0.04537
0.05,0.2709,7.182,2,5.364,2114,0.02781,428.1,38.41,0.07066,0.04609
0.1468,0.1468,4.566,3.623,3.387,1924,0.05176,392.5,37.79,0.07064,0.04535
0.1467,0.1467,4.565,3.622,3.386,1924,0.05182,392.7,37.78,0.07062,0.04533
0.1467,0.1467,4.563,3.621,3.385,1924,0.05188,393,37.76,0.0706,0.04532
0.1466,0.1466,4.562,3.62,3.384,1924,0.05194,393.2,37.75,0.07058,0.0453
0.1466,0.1466,4.561,3.619,3.384,1924,0.052,393.4,37.74,0.07055,0.04529
0.1465,0.1465,4.56,3.618,3.383,1924,0.05207,393.6,37.72,0.07053,0.04527
0.1464,0.1464,4.558,3.617,3.382,1923,0.05213,393.9,37.71,0.07051,0.04525
0.1464,0.1464,4.557,3.616,3.381,1923,0.05219,394.1,37.7,0.07049,0.04524
0.05,0.2681,7.172,2,5.343,2113,0.02802,430.7,38.29,0.07047,0.04595
0.1463,0.1463,4.556,3.615,3.38,1923,0.05225,394.3,37.68,0.07046,0.04522
0.01,0.01,1.5,1.5,1.5,1700,12.36,741.3,32.76,0.07046,0.03931
0.1463,0.1463,4.554,3.615,3.38,1923,0.05231,394.5,37.67,0.07044,0.04521
0.01006,0.01006,1.501,1.501,1.501,1700,12.31,741.3,32.75,0.07044,0.0393
0.1462,0.1462,4.553,3.614,3.379,1923,0.05238,394.8,37.66,0.07042,0.04519
0.01012,0.01012,1.503,1.502,1.502,1700,12.26,741.3,32.74,0.07041,0.03929
0.1462,0.1462,4.552,3.613,3.378,1923,0.05244,395,37.64,0.0704,0.04517
0.01017,0.01017,1.504,1.503,1.502,1700,12.2,741.4,32.73,0.07039,0.03928
0.1461,0.1461,4.55,3.612,3.377,1923,0.0525,395.2,37.63,0.07038,0.04516
0.01023,0.01023,1.505,1.504,1.503,1700,12.15,741.4,32.72,0.07036,0.03927
0.146,0.146,4.549,3.611,3.376,1923,0.05256,395.4,37.62,0.07035,0.04514
0.01029,0.01029,1.507,1.505,1.504,1700,12.1,741.4,32.71,0.07034,0.03926
0.146,0.146,4.548,3.61,3.376,1923,0.05263,395.7,37.6,0.07033,0.04513
0.1459,0.1459,4.547,3.609,3.375,1923,0.05269,395.9,37.59,0.07031,0.04511
0.01035,0.01035,1.508,1.505,1.505,1701,12.05,741.5,32.71,0.07031,0.03925
0.1459,0.1459,4.545,3.608,3.374,1923,0.05275,396.1,37.58,0.07029,0.04509
0.01041,0.01041,1.509,1.506,1.506,1701,12,741.5,32.7,0.07029,0.03924
0.05,0.2653,7.162,2,5.323,2112,0.02823,433.2,38.18,0.07028,0.04582
0.1458,0.1458,4.544,3.607,3.373,1922,0.05281,396.3,37.56,0.07027,0.04508
0.01046,0.01046,1.51,1.507,1.506,1701,11.95,741.5,32.69,0.07026,0.03923
0.1457,0.1457,4.543,3.606,3.372,1922,0.05288,396.6,37.55,0.07024,0.04506
0.01052,0.01052,1.512,1.508,1.507,1701,11.9,741.5,32.68,0.07024,0.03922
0.1457,0.1457,4.541,3.606,3.372,1922,0.05294,396.8,37.54,0.07022,0.04505
0.01058,0.01058,1.513,1.509,1.508,1701,11.85,741.6,32.67,0.07021,0.03921
0.1456,0.1456,4.54,3.605,3.371,1922,0.053,397,37.53,0.0702,0.04503
0.01064,0.01064,1.514,1.51,1.509,1701,11.8,741.6,32.66,0.07019,0.0392
0.1456,0.1456,4.539,3.604,3.37,1922,0.05307,397.2,37.51,0.07018,0.04502
0.1455,0.1455,4.537,3.603,3.369,1922,0.05313,397.5,37.5,0.07016,0.045
0.0107,0.0107,1.516,1.511,1.51,1701,11.75,741.6,32.65,0.07016,0.03919
0.01075,0.01075,1.517,1.512,1.51,1701,11.7,741.7,32.65,0.07014,0.03918
0.1455,0.1455,4.536,3.602,3.368,1922,0.0532,397.7,37.49,0.07013,0.04498
0.1454,0.1454,4.535,3.601,3.368,1922,0.05326,397.9,37.47,0.07011,0.04497
0.01081,0.01081,1.518,1.513,1.511,1701,11.65,741.7,32.64,0.07011,0.03917
0.05,0.2624,7.152,2,5.303,2111,0.02844,435.7,38.07,0.07009,0.04568
0.1453,0.1453,4.534,3.6,3.367,1922,0.05332,398.1,37.46,0.07009,0.04495
0.01087,0.01087,1.52,1.514,1.512,1701,11.6,741.7,32.63,0.07009,0.03916
0.1453,0.1453,4.532,3.599,3.366,1922,0.05339,398.4,37.45,0.07007,0.04494
0.01093,0.01093,1.521,1.514,1.513,1702,11.55,741.7,32.62,0.07006,0.03915
0.1452,0.1452,4.531,3.598,3.365,1921,0.05345,398.6,37.43,0.07005,0.04492
0.01099,0.01099,1.522,1.515,1.514,1702,11.5,741.8,32.61,0.07004,0.03914
0.1452,0.1452,4.53,3.597,3.364,1921,0.05352,398.8,37.42,0.07003,0.04491
0.1451,0.1451,4.528,3.597,3.364,1921,0.05358,399,37.41,0.07001,0.04489
0.01104,0.01104,1.523,1.516,1.514,1702,11.45,741.8,32.61,0.07001,0.03913
0.0111,0.0111,1.525,1.517,1.515,1702,11.41,741.8,32.6,0.06999,0.03912
0.1451,0.1451,4.527,3.596,3.363,1921,0.05365,399.2,37.4,0.06998,0.04487
0.01116,0.01116,1.526,1.518,1.516,1702,11.36,741.8,32.59,0.06997,0.03911
0.145,0.145,4.526,3.595,3.362,1921,0.05371,399.5,37.38,0.06996,0.04486
0.1449,0.1449,4.524,3.594,3.361,1921,0.05378,399.7,37.37,0.06994,0.04484
0.01122,0.01122,1.527,1.519,1.517,1702,11.31,741.9,32.58,0.06994,0.0391
0.1449,0.1449,4.523,3.593,3.36,1921,0.05384,399.9,37.36,0.06992,0.04483
0.01128,0.01128,1.529,1.52,1.518,1702,11.26,741.9,32.57,0.06992,0.03909
0.05,0.2596,7.141,2,5.283,2111,0.02866,438.3,37.96,0.06991,0.04555
0.1448,0.1448,4.522,3.592,3.36,1921,0.05391,400.1,37.34,0.0699,0.04481
0.01133,0.01133,1.53,1.521,1.518,1702,11.22,741.9,32.56,0.06989,0.03908
0.1448,0.1448,4.521,3.591,3.359,1921,0.05397,400.4,37.33,0.06988,0.0448
0.01139,0.01139,1.531,1.522,1.519,1702,11.17,741.9,32.56,0.06987,0.03907
0.1447,0.1447,4.519,3.59,3.358,1921,0.05404,400.6,37.32,0.06986,0.04478
0.01145,0.01145,1.533,1.523,1.52,1702,11.12,741.9,32.55,0.06984,0.03906
0.1446,0.1446,4.518,3.589,3.357,1921,0.0541,400.8,37.31,0.06983,0.04477
0.01151,0.01151,1.534,1.523,1.521,1702,11.08,742,32.54,0.06982,0.03905
0.1446,0.1446,4.517,3.588,3.356,1920,0.05417,401,37.29,0.06981,0.04475
0.01157,0.01157,1.535,1.524,1.522,1703,11.03,742,32.53,0.0698,0.03904
0.1445,0.1445,4.515,3.588,3.356,1920,0.05423,401.3,37.28,0.06979,0.04474
0.1445,0.1445,4.514,3.587,3.355,1920,0.0543,401.5,37.27,0.06977,0.04472
0.01162,0.01162,1.536,1.525,1.522,1703,10.98,742,32.52,0.06977,0.03903
0.1444,0.1444,4.513,3.586,3.354,1920,0.05436,401.7,37.26,0.06975,0.04471
0.01168,0.01168,1.538,1.526,1.523,1703,10.94,742,32.52,0.06975,0.03902
0.1444,0.1444,4.511,3.585,3.353,1920,0.05443,401.9,37.24,0.06973,0.04469
0.05,0.2568,7.131,2,5.263,2110,0.02888,440.8,37.85,0.06972,0.04542
0.01174,0.01174,1.539,1.527,1.524,1703,10.89,742,32.51,0.06972,0.03901
0.1443,0.1443,4.51,3.584,3.352,1920,0.0545,402.2,37.23,0.06971,0.04468
0.0118,0.0118,1.54,1.528,1.525,1703,10.85,742.1,32.5,0.0697,0.039
0.1442,0.1442,4.509,3.583,3.352,1920,0.05456,402.4,37.22,0.06969,0.04466
0.01186,0.01186,1.542,1.529,1.526,1703,10.8,742.1,32.49,0.06968,0.03899
0.1442,0.1442,4.508,3.582,3.351,1920,0.05463,402.6,37.2,0.06967,0.04465
0.1441,0.1441,4.506,3.581,3.35,1920,0.0547,402.8,37.19,0.06965,0.04463
0.01191,0.01191,1.543,1.53,1.526,1703,10.76,742.1,32.48,0.06965,0.03898
0.1441,0.1441,4.505,3.58,3.349,1920,0.05476,403,37.18,0.06963,0.04462
0.01197,0.01197,1.544,1.531,1.527,1703,10.71,742.1,32.48,0.06963,0.03897
0.01203,0.01203,1.546,1.532,1.528,1703,10.67,742.1,32.47,0.06961,0.03896
0.144,0.144,4.504,3.579,3.348,1919,0.05483,403.3,37.17,0.0696,0.0446
0.1439,0.1439,4.502,3.579,3.348,1919,0.0549,403.5,37.15,0.06958,0.04459
0.01209,0.01209,1.547,1.532,1.529,1703,10.62,742.2,32.46,0.06958,0.03895
0.1439,0.1439,4.501,3.578,3.347,1919,0.05496,403.7,37.14,0.06956,0.04457
0.01215,0.01215,1.548,1.533,1.53,1704,10.58,742.2,32.45,0.06956,0.03894
0.05,0.2539,7.121,2,5.242,2109,0.0291,443.4,37.74,0.06955,0.04529
0.1438,0.1438,4.5,3.577,3.346,1919,0.05503,403.9,37.13,0.06954,0.04456
0.0122,0.0122,1.549,1.534,1.53,1704,10.54,742.2,32.45,0.06953,0.03893
0.1438,0.1438,4.498,3.576,3.345,1919,0.0551,404.2,37.12,0.06952,0.04454
0.01226,0.01226,1.551,1.535,1.531,1704,10.49,742.2,32.44,0.06951,0.03893
0.1437,0.1437,4.497,3.575,3.344,1919,0.05517,404.4,37.1,0.0695,0.04453
0.01232,0.01232,1.552,1.536,1.532,1704,10.45,742.2,32.43,0.06949,0.03892
0.1437,0.1437,4.496,3.574,3.344,1919,0.05523,404.6,37.09,0.06948,0.04451
0.1436,0.1436,4.494,3.573,3.343,1919,0.0553,404.8,37.08,0.06946,0.0445
0.01238,0.01238,1.553,1.537,1.533,1704,10.41,742.2,32.42,0.06946,0.03891
0.1435,0.1435,4.493,3.572,3.342,1919,0.05537,405.1,37.07,0.06944,0.04448
0.01244,0.01244,1.555,1.538,1.534,1704,10.36,742.3,32.41,0.06944,0.0389
0.1435,0.1435,4.492,3.571,3.341,1919,0.05544,405.3,37.06,0.06942,0.04447
0.01249,0.01249,1.556,1.539,1.534,1704,10.32,742.3,32.41,0.06942,0.03889
0.1434,0.1434,4.491,3.57,3.34,1919,0.05551,405.5,37.04,0.0694,0.04445
0.01255,0.01255,1.557,1.54,1.535,1704,10.28,742.3,32.4,0.0694,0.03888
0.1434,0.1434,4.489,3.57,3.34,1918,0.05557,405.7,37.03,0.06938,0.04444
0.05,0.2511,7.111,2,5.222,2108,0.02933,445.9,37.64,0.06937,0.04517
0.01261,0.01261,1.559,1.541,1.536,1704,10.24,742.3,32.39,0.06937,0.03887
0.1433,0.1433,4.488,3.569,3.339,1918,0.05564,405.9,37.02,0.06936,0.04442
0.01267,0.01267,1.56,1.541,1.537,1704,10.19,742.3,32.38,0.06935,0.03886
0.1433,0.1433,4.487,3.568,3.338,1918,0.05571,406.2,37.01,0.06934,0.04441
0.01273,0.01273,1.561,1.542,1.538,1704,10.15,742.3,32.38,0.06933,0.03885
0.1432,0.1432,4.485,3.567,3.337,1918,0.05578,406.4,36.99,0.06932,0.04439
0.1431,0.1431,4.484,3.566,3.336,1918,0.05585,406.6,36.98,0.0693,0.04438
0.01278,0.01278,1.562,1.543,1.538,1705,10.11,742.3,32.37,0.0693,0.03884
0.1431,0.1431,4.483,3.565,3.336,1918,0.05592,406.8,36.97,0.06928,0.04436
0.01284,0.01284,1.564,1.544,1.539,1705,10.07,742.4,32.36,0.06928,0.03883
0.143,0.143,4.481,3.564,3.335,1918,0.05599,407.1,36.96,0.06926,0.04435
0.0129,0.0129,1.565,1.545,1.54,1705,10.03,742.4,32.35,0.06926,0.03882
0.143,0.143,4.48,3.563,3.334,1918,0.05606,407.3,36.94,0.06924,0.04433
0.01296,0.01296,1.566,1.546,1.541,1705,9.988,742.4,32.35,0.06923,0.03882
0.1429,0.1429,4.479,3.562,3.333,1918,0.05613,407.5,36.93,0.06922,0.04432
0.01302,0.01302,1.568,1.547,1.542,1705,9.947,742.4,32.34,0.06921,0.03881
0.05,0.2483,7.101,2,5.202,2108,0.02956,448.5,37.54,0.0692,0.04504
0.1428,0.1428,4.478,3.561,3.332,1918,0.0562,407.7,36.92,0.0692,0.0443
0.01307,0.01307,1.569,1.548,1.542,1705,9.906,742.4,32.33,0.06919,0.0388
0.1428,0.1428,4.476,3.561,3.332,1917,0.05627,407.9,36.91,0.06918,0.04429
0.01313,0.01313,1.57,1.549,1.543,1705,9.866,742.4,32.32,0.06917,0.03879
0.1427,0.1427,4.475,3.56,3.331,1917,0.05634,408.2,36.9,0.06916,0.04428
0.1427,0.1427,4.474,3.559,3.33,1917,0.05641,408.4,36.88,0.06914,0.04426
0.01319,0.01319,1.572,1.55,1.544,1705,9.826,742.4,32.32,0.06914,0.03878
0.1426,0.1426,4.472,3.558,3.329,1917,0.05648,408.6,36.87,0.06912,0.04425
0.01325,0.01325,1.573,1.55,1.545,1705,9.786,742.4,32.31,0.06912,0.03877
0.1426,0.1426,4.471,3.557,3.328,1917,0.05655,408.8,36.86,0.0691,0.04423
0.01331,0.01331,1.574,1.551,1.546,1705,9.746,742.5,32.3,0.0691,0.03876
0.1425,0.1425,4.47,3.556,3.328,1917,0.05662,409,36.85,0.06908,0.04422
0.01336,0.01336,1.575,1.552,1.546,1706,9.706,742.5,32.29,0.06908,0.03875
0.1424,0.1424,4.468,3.555,3.327,1917,0.05669,409.3,36.84,0.06906,0.0442
0.01342,0.01342,1.577,1.553,1.547,1706,9.667,742.5,32.29,0.06905,0.03874
0.1424,0.1424,4.467,3.554,3.326,1917,0.05676,409.5,36.82,0.06904,0.04419
0.05,0.2455,7.091,2,5.182,2107,0.02979,451,37.43,0.06903,0.04492
0.01348,0.01348,1.578,1.554,1.548,1706,9.628,742.5,32.28,0.06903,0.03874
0.1423,0.1423,4.466,3.553,3.325,1917,0.05683,409.7,36.81,0.06902,0.04417
0.01354,0.01354,1.579,1.555,1.549,1706,9.589,742.5,32.27,0.06901,0.03873
0.1423,0.1423,4.465,3.552,3.324,1917,0.0569,409.9,36.8,0.069,0.04416
0.0136,0.0136,1.581,1.556,1.55,1706,9.55,742.5,32.26,0.06899,0.03872
0.1422,0.1422,4.463,3.552,3.324,1917,0.05697,410.2,36.79,0.06898,0.04415
0.1422,0.1422,4.462,3.551,3.323,1916,0.05704,410.4,36.78,0.06896,0.04413
0.01365,0.01365,1.582,1.557,1.55,1706,9.511,742.5,32.26,0.06896,0.03871
0.1421,0.1421,4.461,3.55,3.322,1916,0.05711,410.6,36.76,0.06894,0.04412
0.01371,0.01371,1.583,1.558,1.551,1706,9.472,742.5,32.25,0.06894,0.0387
0.142,0.142,4.459,3.549,3.321,1916,0.05718,410.8,36.75,0.06892,0.0441
0.01377,0.01377,1.585,1.559,1.552,1706,9.434,742.5,32.24,0.06892,0.03869
0.142,0.142,4.458,3.548,3.32,1916,0.05725,411,36.74,0.0689,0.04409
0.01383,0.01383,1.586,1.559,1.553,1706,9.396,742.5,32.24,0.0689,0.03868
0.1419,0.1419,4.457,3.547,3.32,1916,0.05733,411.3,36.73,0.06888,0.04407
0.01389,0.01389,1.587,1.56,1.554,1706,9.358,742.5,32.23,0.06888,0.03867
0.05,0.2426,7.081,2,5.162,2106,0.03003,453.6,37.34,0.06887,0.0448
0.1419,0.1419,4.455,3.546,3.319,1916,0.0574,411.5,36.72,0.06886,0.04406
0.01394,0.01394,1.588,1.561,1.554,1706,9.32,742.5,32.22,0.06885,0.03867
0.1418,0.1418,4.454,3.545,3.318,1916,0.05747,411.7,36.71,0.06884,0.04405
0.014,0.014,1.59,1.562,1.555,1707,9.283,742.5,32.21,0.06883,0.03866
0.1417,0.1417,4.453,3.544,3.317,1916,0.05754,411.9,36.69,0.06882,0.04403
0.01406,0.01406,1.591,1.563,1.556,1707,9.245,742.6,32.21,0.06881,0.03865
0.1417,0.1417,4.452,3.543,3.316,1916,0.05761,412.1,36.68,0.0688,0.04402
0.01412,0.01412,1.592,1.564,1.557,1707,9.208,742.6,32.2,0.06879,0.03864
0.1416,0.1416,4.45,3.543,3.316,1916,0.05769,412.4,36.67,0.06878,0.044
0.01418,0.01418,1.594,1.565,1.558,1707,9.171,742.6,32.19,0.06877,0.03863
0.1416,0.1416,4.449,3.542,3.315,1916,0.05776,412.6,36.66,0.06876,0.04399
0.1415,0.1415,4.448,3.541,3.314,1915,0.05783,412.8,36.65,0.06875,0.04398
0.01423,0.01423,1.595,1.566,1.558,1707,9.134,742.6,32.19,0.06874,0.03862
0.1415,0.1415,4.446,3.54,3.313,1915,0.0579,413,36.63,0.06873,0.04396
0.01429,0.01429,1.596,1.567,1.559,1707,9.097,742.6,32.18,0.06872,0.03861
0.05,0.2398,7.071,2,5.141,2105,0.03028,456.1,37.24,0.06871,0.04468
0.1414,0.1414,4.445,3.539,3.312,1915,0.05798,413.3,36.62,0.06871,0.04395
0.01435,0.01435,1.598,1.568,1.56,1707,9.061,742.6,32.17,0.0687,0.03861
0.1413,0.1413,4.444,3.538,3.312,1915,0.05805,413.5,36.61,0.06869,0.04393
0.01441,0.01441,1.599,1.568,1.561,1707,9.024,742.6,32.16,0.06868,0.0386
0.1413,0.1413,4.442,3.537,3.311,1915,0.05812,413.7,36.6,0.06867,0.04392
0.01447,0.01447,1.6,1.569,1.562,1707,8.988,742.6,32.16,0.06866,0.03859
0.1412,0.1412,4.441,3.536,3.31,1915,0.0582,413.9,36.59,0.06865,0.04391
0.01452,0.01452,1.601,1.57,1.562,1707,8.952,742.6,32.15,0.06864,0.03858
0.1412,0.1412,4.44,3.535,3.309,1915,0.05827,414.1,36.58,0.06863,0.04389
0.01458,0.01458,1.603,1.571,1.563,1708,8.916,742.6,32.14,0.06862,0.03857
0.1411,0.1411,4.439,3.534,3.308,1915,0.05834,414.4,36.57,0.06861,0.04388
0.141,0.141,4.437,3.534,3.308,1915,0.05842,414.6,36.55,0.06859,0.04386
0.01464,0.01464,1.604,1.572,1.564,1708,8.881,742.6,32.14,0.06859,0.03856
0.141,0.141,4.436,3.533,3.307,1915,0.05849,414.8,36.54,0.06857,0.04385
0.0147,0.0147,1.605,1.573,1.565,1708,8.845,742.6,32.13,0.06857,0.03855
0.05,0.237,7.061,2,5.121,2105,0.03052,458.7,37.14,0.06855,0.04457
0.1409,0.1409,4.435,3.532,3.306,1914,0.05857,415,36.53,0.06855,0.04384
0.01476,0.01476,1.607,1.574,1.566,1708,8.81,742.6,32.12,0.06855,0.03855
